NODE:596,187027,187027,,,SS-187027,20180626,1.095,160200,3830.937912,N,12136.690944,W,-1.7,M,08,17.3,14.1,-111,61.2,#5C
*187027.2#27,RTMNOW
*187027.2#27[0009],OK,#9A
187027,000,2018-06-26 16:03:25,STS,FW=3.6.64,FPGA=830A,IVDC=4.1,EVDC=0.0,I=0.024,VDC=190417,IDC=0,DU=0,THR=100,BETA=0.760,NBW=16,AUTO=1,TILT=21.0,PRESS=106041.4,WTEMP=23.2,ITEMP=28.6,#DD
187027,001,2018-06-26 15:53:07,.717594,FF27,19640,0204,016,106110,23.2,#C5
187027,002,2018-06-26 15:53:07,.732071,FF27,9099,0405,15947,106110,23.2,#06
187027,003,2018-06-26 15:53:40,.504647,FF27,19388,-007,010,106041,23.2,#C1
187027,004,2018-06-26 15:53:40,.519124,FF27,10351,0207,17559,106041,23.2,#2A
187027,005,2018-06-26 15:54:13,.292156,FF27,19568,0171,013,106041,23.2,#CB
187027,006,2018-06-26 15:54:13,.306632,FF27,8902,0360,16813,106041,23.2,#FC
187027,007,2018-06-26 15:54:46,.079338,FF27,19594,0140,010,106041,23.2,#D0
187027,008,2018-06-26 15:54:46,.093815,FF27,7797,0524,16046,106041,23.2,#15
187027,009,2018-06-26 15:55:18,.866256,FF27,19598,0186,016,106041,23.2,#E9
187027,010,2018-06-26 15:55:51,.653180,FF27,19593,0271,013,106041,23.2,#C7
187027,011,2018-06-26 15:55:51,.667661,FF27,6828,-055,16898,106041,23.2,#17
187027,012,2018-06-26 15:55:51,.673277,FF27,1524,-332,12566,106041,23.2,#FE
187027,013,2018-06-26 15:56:24,.440760,FF27,19634,0091,013,106041,23.2,#C5
187027,014,2018-06-26 15:56:24,.455237,FF27,7281,-244,17218,106041,23.2,#02
187027,015,2018-06-26 15:56:57,.228202,FF27,18955,-030,016,106041,23.2,#C6
187027,016,2018-06-26 15:56:57,.242679,FF27,8907,-061,16593,106041,23.2,#16
187027,017,2018-06-26 15:57:30,.015197,FF27,19440,-005,010,106041,23.2,#B9
187027,018,2018-06-26 15:57:30,.029674,FF27,7498,0367,16863,106041,23.2,#1E
187027,019,2018-06-26 15:58:02,.802327,FF27,19501,0122,009,106041,23.2,#C3
187027,020,2018-06-26 15:58:02,.816804,FF27,7176,-573,17754,106041,23.2,#0B
187027,021,2018-06-26 15:58:35,.589039,FF27,19812,0097,009,106041,23.2,#DE
187027,022,2018-06-26 15:59:08,.376677,FF27,19608,0231,015,106041,23.2,#D8
187027,023,2018-06-26 15:59:08,.391154,FF27,7282,0113,17143,106041,23.2,#00
187027,024,2018-06-26 15:59:41,.164032,FF27,19450,0000,017,106041,23.2,#BA
187027,025,2018-06-26 15:59:41,.178509,FF27,8776,0620,16748,106041,23.2,#1C
187027,026,2018-06-26 16:00:13,.951234,FF27,19617,0243,015,106041,23.2,#C2
187027,027,2018-06-26 16:00:13,.965716,FF27,7762,0436,18141,106041,23.2,#08
187027,028,2018-06-26 16:00:46,.738613,FF27,19566,0169,009,106041,23.2,#DB
187027,029,2018-06-26 16:00:46,.753090,FF27,7185,0082,17327,106041,23.2,#07
187027,030,2018-06-26 16:01:19,.819460,FF27,19288,0308,009,106041,23.2,#D1
187027,031,2018-06-26 16:01:19,.833941,FF27,7616,0494,16577,106041,23.2,#11
NODE:597,187027,187027,,,SS-187027,20180626,1.095,161326,3830.936320,N,12136.691013,W,1.9,M,07,17.9,14.1,-110,62.3,#2E
*187027.2#27,RTMNOW
*187027.2#27[0009],OK,#9A
